


央视,#genre#
107号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226907/index.m3u8
109号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226909/index.m3u8
111号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226911/index.m3u8
113号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226913/index.m3u8
115号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226915/index.m3u8
117号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226917/index.m3u8
123号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226923/index.m3u8
127号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226927/index.m3u8
131号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226931/index.m3u8
135号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226935/index.m3u8
137号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226937/index.m3u8
141号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226941/index.m3u8
143号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226943/index.m3u8
145号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226945/index.m3u8
147号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226947/index.m3u8
149号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226949/index.m3u8
151号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226951/index.m3u8
155号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226955/index.m3u8
157号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226957/index.m3u8
158号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226958/index.m3u8
160号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226960/index.m3u8
161号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226961/index.m3u8
165号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226965/index.m3u8
167号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226967/index.m3u8
168号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226968/index.m3u8
169号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226969/index.m3u8
170号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226970/index.m3u8
175号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226975/index.m3u8
177号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226977/index.m3u8
178号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226978/index.m3u8
180号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226980/index.m3u8
182号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226982/index.m3u8
183号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226983/index.m3u8
184号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226984/index.m3u8
186号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226986/index.m3u8
187号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226987/index.m3u8
188号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226988/index.m3u8
190号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226990/index.m3u8
191号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226991/index.m3u8
192号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226992/index.m3u8
194号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226994/index.m3u8
196号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226996/index.m3u8
197号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226997/index.m3u8
199号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221226999/index.m3u8
200号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227000/index.m3u8
202号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227002/index.m3u8
203号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227003/index.m3u8
204号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227004/index.m3u8
206号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227006/index.m3u8
207号[736*540],http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227007/index.m3u8
210号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227010/index.m3u8
212号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227012/index.m3u8
213号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227013/index.m3u8
214号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227014/index.m3u8
216号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227016/index.m3u8
218号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227018/index.m3u8
219号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227019/index.m3u8
221号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227021/index.m3u8
223号[736*540],http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227023/index.m3u8
226号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227026/index.m3u8
230号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227030/index.m3u8
238号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227038/index.m3u8
240号[736*540],http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227040/index.m3u8
242号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227042/index.m3u8
246号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227046/index.m3u8
248号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227048/index.m3u8
254号[736*540],http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227054/index.m3u8
258号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227058/index.m3u8
260号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227060/index.m3u8
264号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227064/index.m3u8
268号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227068/index.m3u8
272号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227072/index.m3u8
276号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227076/index.m3u8
284号[982*540],http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227084/index.m3u8
286号 576p,http://[2409:8087:1400:26::1012]:80/PLTV/88888888/224/3221227086/index.m3u8
辽宁都市,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000068
辽宁北方,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000071
辽宁生活,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000073
辽宁体育,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000072
辽宁影视剧,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000070
辽宁教育青少,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000075
辽宁经济,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000076
辽宁公共,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000077
官方游戏,#genre#

JJ斗地主,http://openhls-tct.douyucdn2.cn:80/dyliveflv1a/488743rAHScWyyII_2000.m3u8
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
穿越火线,http://tc-tct.douyucdn2.cn:80/dyliveflv1/605964rzzgGEOZHr.flv?wsAuth=43ef2d796067cbec9c238c73235a1005&token=cpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
穿越火线,http://112.83.136.141:80/live/605964rzzgGEOZHr.flv?302_type=cold_aggr&_session_id=2376164747.n.cn-069f7p.14re_26504&cb_retry=0&did=d010b07dcb997ada9934081c873542f0&domain=tc-tct.douyucdn2.cn&expire=0&fp_user_url=http%3A%2F%2Ftc-tct.douyucdn2.cn%2Fdyliveflv1%2F605964rzzgGEOZHr.flv%3FwsAuth%3D43ef2d796067cbec9c238c73235a1005%26token%3Dcpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964%26logo%3D0%26expire%3D0%26did%3Dd010b07dcb997ada9934081c873542f0%26origin%3Dtct%26vhost%3Dplay1&logo=0&manage_ip=&mir=true&node_id=&origin=tct&pro_type=http&redirect_from=pod.cn-069f7p.14re.n
跑跑卡丁车,http://tc-tct.douyucdn2.cn/dyliveflv1a/6672862r90xSwiRP_2000.flv?wsAuth=1c2c516dd80b1193241687841f128073&token=cpn-androidmpro-0-6672862-ee6297daa5d07f3494aad175947a679df4184f7934380258&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
纪录片频道,#genre#
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
探索发现,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
地理中国,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8
大太平洋,http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/2d7f4eeaed2e4ad080bcf324eb21bc0d/4000.m3u8
生命脉动,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c481b5826ffc4e99a92e01704c862dbc/850.m3u8
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
远方的家,http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/162d7e29c3da4aab82ad47b6e2d9e7b4/4000.m3u8
美丽中国说,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
美丽中国自然,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/51d937a0201f4c78a5878b4b37089f3b/4000.m3u8
航拍中国第一季,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8edf3fb6a69148ea9a7dc0b5a9d99fdb/4000.m3u8
航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
航拍中国第三季,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/18a8a559464448dbaf60d33913e09aea/1200.m3u8
中国村庄,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
梵净山,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/b9571df1181c4422a83901e827519fe6/4000.m3u8
地球脉动第一季,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7a3423af02284c3db48b854ab646993f/850.m3u8
乘着火车看中国,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/2b0f397ed9d948eb9fac38d73cde241b/4000.m3u8
动物世界,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/71d7dce230b74c1b9e35b41e837ffc5f/1200.m3u8
一片住着熊的森林1,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/2ac6789acc644b55a4df03445561c56b/1200.m3u8
一片住着熊的森林2,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/969d426187eb46e19fc6839a435fbf0f/1200.m3u8
一片住着熊的森林3,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/fd1e9f94afe948efafaa28a882661620/1200.m3u8
与野生动物为邻,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/d25931bed86a49d4afb8780771797c19/1200.m3u8
丛林之王美洲豹,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/bbb1037a32ad44cf8bab822eda34bc86/1200.m3u8
丛林勇士之战(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/2550722b92464a749fa7aceb52e22895/1200.m3u8
丛林勇士之战(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/c02959d3f2b14d3abf05ec017179c964/1200.m3u8
从幼狮到狮王(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0eb0c51f46ed4171a9923dd6a9703c45/1200.m3u8
从幼狮到狮王(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/a7510a06ef494458a0f23a8a6b6918d3/1200.m3u8
传奇母狮,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/c550dc54139b4e619e7d4a1c1ab69e56/1200.m3u8
兄弟情深(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0700de47ebc74232bc9f5c5c178aa488/1200.m3u8
兄弟情深(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/30a35b521af54f1a88d74f7215ece1d3/1200.m3u8
兄弟捕猎联盟,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0b85d990df5c4f7fae663dc595a084bd/1200.m3u8
充满爱的象家族1,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/4bd5e30e25244ef1a622142a1053d8c0/1200.m3u8
充满爱的象家族2,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0acf5b4f7fc248f1bd0801b768375fd6/1200.m3u8
兽语如歌,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/9d7bcf3e27d941cfac2e6c933ad9b543/1200.m3u8
冬季传说雪鸮,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/e76b2116c4514daea844fbdd1b56ab5d/1200.m3u8
冬日雪鸮,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/1a7b439474b6439c91dc5d5b2cb736d4/1200.m3u8
冰天雪地北极熊(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/15dd2029621a498d9c4d3eb2982285e7/1200.m3u8
冰天雪地北极熊(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/360e77812fc84a8198e85a60f087b049/1200.m3u8
冰雪世界狼女王(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/640f926df6fb4f398d40c8b254248750/1200.m3u8
冰雪世界狼女王(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/d85457ff45154ff8bdf74e73422e99a4/1200.m3u8
冰雪王国里的童话,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/3b291326cf2648cd8119f5facf9e3b92/1200.m3u8
冷静与柔情,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/554c1b879dc646d4ab188dfd58a0f02f/1200.m3u8
凯门鳄的奇妙旅程,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/aba970eff8be48beb339a2ad027592cf/1200.m3u8
动物与计谋,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/403122f54ee5492fa9e5d2b8f0087ad2/1200.m3u8
动物冠军俱乐部,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/65227347336749ffa373661cac985952/1200.m3u8
动物冠军竞技场(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/cf107046774d4db5a1ac622e880488e2/1200.m3u8
动物冠军竞技场(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/9f1dc957013c4765a96b86c1890e4ae2/1200.m3u8
动物宝宝闯天涯(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/e1f91fe01a9b4b24834a0a6e4b309bb2/1200.m3u8
动物宝宝闯天涯(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/d5937591787941518b5a1390f7a1e792/1200.m3u8
动物搏击赛,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/22ef116331af49a782d42488e396837e/1200.m3u8
动物搏击运动会,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0f74c44316a34ea482ecae43f5c12fa8/1200.m3u8
动物父母有梦想(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/f069e600b3584765840f34e9d641919a/1200.m3u8
动物父母有梦想(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/1c1df6f1bff5454a9570693475f920ef/1200.m3u8
动物界捕食奇观,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/5215de3e2a7b41009ed1ded1f29fea40/1200.m3u8
动物的海底宫殿,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0929798fce744530b14a6add96afcdf3/1200.m3u8
动物霓裳羽衣之妙,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/b4aea8cd185c4126a37aa6e92d179f82/1200.m3u8
勇挑重担的矮獴(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/8ef930c154a446d0a831d2dd93698fd2/1200.m3u8
勇挑重担的矮獴(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/d9ffce5e83824939ab9bb66502778bd9/1200.m3u8
勇敢的王者之心,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/d37b12d09c4144f0a59560f18ff6508a/1200.m3u8
勇敢的长颈鹿(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/8a9d50517baa443b82b3e4c9e0078351/1200.m3u8
勇敢的长颈鹿(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/773b3e9df72f4834b85c46e0f5b038fb/1200.m3u8
勇闯包围圈,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/3af15ad56d1640fab9a1a065402b3b76/1200.m3u8
勇闯螃蟹岛,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/3bba8da0b6c54771aa02b579ba75f8e7/1200.m3u8
勇闯都市丛林,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/221e94ad951d4001b106d3c5af785537/1200.m3u8
勤奋的捕食者,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/4793c8276c184d03bc3ba5e9b6dc9610/1200.m3u8
北极熊之光(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/9df8189c94b24b8b8bb6c69e448cc936/1200.m3u8
北极熊之光(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/ca1fabcc21d64b1f8cc933844830fcc5/1200.m3u8
北极熊的冒险之旅(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/e1b4b7a8beb3459bbd44f505a3fcc99c/1200.m3u8
北极熊的冒险之旅(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/9ab29267ff5b4b2b99fdb74d1b9fec55/1200.m3u8
北极熊路在何方,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/38321222144945faa76d79c7785346a6/1200.m3u8
南美野生世界1,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/35eac4ae4e024654b845f5c7b2221d15/1200.m3u8
南美野生世界2,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/9c743ea1e41f4bf585fb1470c9575c0d/1200.m3u8
南美野生世界3,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/68caf99e50bc496fb478b0ed8f4b421a/1200.m3u8
原野逐梦记,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/01fcf61e12c242bd81dc5aca38b6f183/1200.m3u8
变形记,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/c88fd67847314d1ab20524c9fd94d555/1200.m3u8
古老的活化石恒河鳄(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/f8c9f1b5ac454c9a9ec5fda21c62b926/1200.m3u8
古老的活化石恒河鳄(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/966f8103448c4dcdabee095eeb340451/1200.m3u8
可爱的海獭(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/340266a6b3ff421fa174208845f56fef/1200.m3u8
可爱的海獭(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/ef9b2898e92146d29a2e926ce1107eac/1200.m3u8
呵护,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/3e2d88a89cd9464e89f3b4b6353db194/1200.m3u8
